candidateId,sourceFile,predictedJointClass,predictedLinkType,predictedProtocolFamily,classificationConfidence,linkConfidence,protocolConfidence,classificationMargin,pUnknown,unknownRejected,unknownDecisionReason,candidateStartSec,candidateEndSec,sampleRateHz,captureCenterFrequencyHz,candidateCenterOffsetHz,centerFrequencyHz,bandwidthHz,coarseCfoHz,framePeriodEstimateSec,frameStructureScore,preambleRepeatScore,syncStrategy,fftCpHint,parserTemplateId,modelFidelity,evidenceLevel,claimBoundary,payloadEncoding,decoderRequirement,candidateIqArtifact,artifactAvailable,recommendedGuardSec,truthFramesOverlappedForEvaluation
sim_dji_wideband_008_M006,sim_dji_wideband_008,Autel_Wideband_Video_Data_like,Wideband_Video_Data,Autel_SkyLink_like,0.536166666666667,0.536166666666667,0.536166666666667,0.276833333333333,0.0455,0,随机森林：置信度=0.536，间隔=0.277,0,0.02835,30720000,5800000000,2250000,5802250000,12620000,854105.279684604,0.000858138020833336,0.719537405912262,0.0210347944775148,SkyLink-like代理：多numerology盲CP/前导族搜索与多帧对齐,"私有代理：512/1024/2048等多候选FFT与不同CP，仅供盲同步测试",AUTEL_SKYLINK_PROXY_WIDEBAND_V2,C,SkyLink多频、高清链路和抗干扰宏观能力,SkyLink-like工程代理，不是协议复刻,ENGINEERING_PRIVATE_PROTOCOL_PROXY,私有协议：先做盲同步/重复结构；有实测证据后再建立设备/固件版本模板，不得直接套用仿真代理参数,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_dji_wideband_008_M006.mat,1,0.0006,20
sim_dji_wideband_018_M001,sim_dji_wideband_018,DJI_Wideband_Video_Data_like,Wideband_Video_Data,DJI_OcuSync_like,0.8135,0.8135,0.8135,0.736333333333333,0.0628333333333333,0,随机森林：置信度=0.813，间隔=0.736,0.00172916666666667,0.0244354166666667,30720000,5800000000,-3720000,5796280000,15560000,1290272.7457477,0.00100367838541667,0.151968695405746,0,OcuSync-like代理：盲CP/重复模式搜索；不得硬编码单一FFT/CP为厂商真值,"私有代理：NFFT/CP为多候选，不得固定写成真实OcuSync参数",DJI_OCUSYNC_PROXY_WIDEBAND_V2,C,DJI公开频段和10/20/部分40MHz带宽等宏观能力,OcuSync-like工程代理，不是协议复刻,ENGINEERING_PRIVATE_PROTOCOL_PROXY,私有协议：先做盲同步/重复结构；有实测证据后再建立设备/固件版本模板，不得直接套用仿真代理参数,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_dji_wideband_018_M001.mat,1,0.0006,20
sim_dji_wideband_020_M001,sim_dji_wideband_020,DJI_Wideband_Video_Data_like,Wideband_Video_Data,DJI_OcuSync_like,0.535333333333334,0.535333333333334,0.535333333333334,0.104333333333334,0.0213333333333333,0,随机森林：置信度=0.535，间隔=0.104,0.00534791666666667,0.0238625,30720000,5800000000,-690000,5799310000,23540000,1682811.4448889,0.00069140625,0.621371283198651,0.0206636951029701,OcuSync-like代理：盲CP/重复模式搜索；不得硬编码单一FFT/CP为厂商真值,"私有代理：NFFT/CP为多候选，不得固定写成真实OcuSync参数",DJI_OCUSYNC_PROXY_WIDEBAND_V2,C,DJI公开频段和10/20/部分40MHz带宽等宏观能力,OcuSync-like工程代理，不是协议复刻,ENGINEERING_PRIVATE_PROTOCOL_PROXY,私有协议：先做盲同步/重复结构；有实测证据后再建立设备/固件版本模板，不得直接套用仿真代理参数,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_dji_wideband_020_M001.mat,1,0.0006,20
sim_dji_wideband_022_M002,sim_dji_wideband_022,DJI_Wideband_Video_Data_like,Wideband_Video_Data,DJI_OcuSync_like,0.635433333333333,0.635433333333333,0.635433333333333,0.454433333333333,0.0689333333333333,0,随机森林：置信度=0.635，间隔=0.454,0.00187916666666667,0.0218625,30720000,5800000000,-2460000,5797540000,14360000,1288005.3801041,0.00168375651041667,0.559269638487784,0.0993237922736513,OcuSync-like代理：盲CP/重复模式搜索；不得硬编码单一FFT/CP为厂商真值,"私有代理：NFFT/CP为多候选，不得固定写成真实OcuSync参数",DJI_OCUSYNC_PROXY_WIDEBAND_V2,C,DJI公开频段和10/20/部分40MHz带宽等宏观能力,OcuSync-like工程代理，不是协议复刻,ENGINEERING_PRIVATE_PROTOCOL_PROXY,私有协议：先做盲同步/重复结构；有实测证据后再建立设备/固件版本模板，不得直接套用仿真代理参数,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_dji_wideband_022_M002.mat,1,0.0006,20
sim_dji_wideband_025_M001,sim_dji_wideband_025,DJI_Wideband_Video_Data_like,Wideband_Video_Data,DJI_OcuSync_like,0.892266666666667,0.892266666666667,0.892266666666667,0.845266666666667,0.047,0,随机森林：置信度=0.892，间隔=0.845,0,0.0201375,30720000,2437500000,930000,2438430000,16220000,823068.142483679,0.000909830729166667,0.146230672116124,0,OcuSync-like代理：盲CP/重复模式搜索；不得硬编码单一FFT/CP为厂商真值,"私有代理：NFFT/CP为多候选，不得固定写成真实OcuSync参数",DJI_OCUSYNC_PROXY_WIDEBAND_V2,C,DJI公开频段和10/20/部分40MHz带宽等宏观能力,OcuSync-like工程代理，不是协议复刻,ENGINEERING_PRIVATE_PROTOCOL_PROXY,私有协议：先做盲同步/重复结构；有实测证据后再建立设备/固件版本模板，不得直接套用仿真代理参数,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_dji_wideband_025_M001.mat,1,0.0006,20
sim_dji_wideband_027_M001,sim_dji_wideband_027,DJI_Wideband_Video_Data_like,Wideband_Video_Data,DJI_OcuSync_like,0.5954,0.5954,0.5954,0.230733333333333,0.0263333333333334,0,随机森林：置信度=0.595，间隔=0.231,0.00314791666666667,0.03,30720000,2437500000,-7165000,2430335000,16450000,359981.256918389,0.000941992187500001,0.667386640870862,0.0621980776092151,OcuSync-like代理：盲CP/重复模式搜索；不得硬编码单一FFT/CP为厂商真值,"私有代理：NFFT/CP为多候选，不得固定写成真实OcuSync参数",DJI_OCUSYNC_PROXY_WIDEBAND_V2,C,DJI公开频段和10/20/部分40MHz带宽等宏观能力,OcuSync-like工程代理，不是协议复刻,ENGINEERING_PRIVATE_PROTOCOL_PROXY,私有协议：先做盲同步/重复结构；有实测证据后再建立设备/固件版本模板，不得直接套用仿真代理参数,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_dji_wideband_027_M001.mat,1,0.0006,20
sim_dji_wideband_029_M001,sim_dji_wideband_029,DJI_Wideband_Video_Data_like,Wideband_Video_Data,DJI_OcuSync_like,0.474833333333333,0.474833333333333,0.474833333333333,0.183833333333333,0.101333333333333,0,随机森林：置信度=0.475，间隔=0.184,0.000666666666666667,0.02084375,30720000,2437500000,3570000,2441070000,20300000,-1424124.28544466,0.000796875,0.177704651161207,0,OcuSync-like代理：盲CP/重复模式搜索；不得硬编码单一FFT/CP为厂商真值,"私有代理：NFFT/CP为多候选，不得固定写成真实OcuSync参数",DJI_OCUSYNC_PROXY_WIDEBAND_V2,C,DJI公开频段和10/20/部分40MHz带宽等宏观能力,OcuSync-like工程代理，不是协议复刻,ENGINEERING_PRIVATE_PROTOCOL_PROXY,私有协议：先做盲同步/重复结构；有实测证据后再建立设备/固件版本模板，不得直接套用仿真代理参数,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_dji_wideband_029_M001.mat,1,0.0006,20
sim_remoteid_ble_005_M001,sim_remoteid_ble_005,RemoteID_BLE_like,Identity_Broadcast,RemoteID_BLE_like,0.342,0.342,0.342,0.145733333333333,0.134733333333333,0,随机森林：置信度=0.342，间隔=0.146,0.0167020833333333,0.0266854166666667,30720000,2437500000,-10165000,2427335000,10450000,-1217172.36909417,0.00080224609375,0.732594600611185,0.250623468361945,BLE LE1M前导/AA相关 + GFSK定时 + channel-38去白化 + CRC24 + OpenDroneID 25字节消息解析,"BLE LE1M/GFSK；AA=8E89BED6；广告信道38；PDU+CRC24去白化后解析",OPENDRONEID_25BYTE_OVER_BLE_LEGACY_ADV_V2,B,BLE LE1M、广告AA、CRC/白化结构、OpenDroneID 25字节消息布局,标准结构测试波形，不等同认证产品,OPENDRONEID_25BYTE_BINARY_MESSAGE,BLE LE1M GFSK解调、AA同步、信道去白化、CRC24、Service Data FFFA/0D与25字节ODID消息解析,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_remoteid_ble_005_M001.mat,1,0.0006,8
sim_remoteid_ble_010_M001,sim_remoteid_ble_010,RemoteID_BLE_like,Identity_Broadcast,RemoteID_BLE_like,0.715166666666667,0.715166666666667,0.715166666666667,0.616666666666667,0.0985,0,随机森林：置信度=0.715，间隔=0.617,0.0176047916666667,0.0230514583333333,30720000,2437500000,-7675000,2429825000,15430000,-3827570.94959394,0.00085166015625,0.649585135194679,0.0265185886335185,BLE LE1M前导/AA相关 + GFSK定时 + channel-38去白化 + CRC24 + OpenDroneID 25字节消息解析,"BLE LE1M/GFSK；AA=8E89BED6；广告信道38；PDU+CRC24去白化后解析",OPENDRONEID_25BYTE_OVER_BLE_LEGACY_ADV_V2,B,BLE LE1M、广告AA、CRC/白化结构、OpenDroneID 25字节消息布局,标准结构测试波形，不等同认证产品,OPENDRONEID_25BYTE_BINARY_MESSAGE,BLE LE1M GFSK解调、AA同步、信道去白化、CRC24、Service Data FFFA/0D与25字节ODID消息解析,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_remoteid_ble_010_M001.mat,1,0.0006,5
sim_remoteid_ble_021_M002,sim_remoteid_ble_021,RemoteID_BLE_like,Identity_Broadcast,RemoteID_BLE_like,0.676333333333333,0.676333333333333,0.676333333333333,0.542666666666667,0.0431666666666667,0,随机森林：置信度=0.676，间隔=0.543,0.00458157552083333,0.0101100911458333,30720000,2437500000,-7285000,2430215000,16210000,-4226883.16196199,0.00079833984375,0.76141502283006,0.320520023731422,BLE LE1M前导/AA相关 + GFSK定时 + channel-38去白化 + CRC24 + OpenDroneID 25字节消息解析,"BLE LE1M/GFSK；AA=8E89BED6；广告信道38；PDU+CRC24去白化后解析",OPENDRONEID_25BYTE_OVER_BLE_LEGACY_ADV_V2,B,BLE LE1M、广告AA、CRC/白化结构、OpenDroneID 25字节消息布局,标准结构测试波形，不等同认证产品,OPENDRONEID_25BYTE_BINARY_MESSAGE,BLE LE1M GFSK解调、AA同步、信道去白化、CRC24、Service Data FFFA/0D与25字节ODID消息解析,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_remoteid_ble_021_M002.mat,1,0.0006,5
sim_remoteid_ble_026_M001,sim_remoteid_ble_026,RemoteID_BLE_like,Identity_Broadcast,RemoteID_BLE_like,0.743566666666667,0.743566666666667,0.743566666666667,0.6529,0.0504333333333333,0,随机森林：置信度=0.744，间隔=0.653,0.0066275,0.0127975,30720000,2437500000,-11575000,2425925000,7482000,59453.8183335023,0.00085322265625,0.739612873773183,0.308367872798581,BLE LE1M前导/AA相关 + GFSK定时 + channel-38去白化 + CRC24 + OpenDroneID 25字节消息解析,"BLE LE1M/GFSK；AA=8E89BED6；广告信道38；PDU+CRC24去白化后解析",OPENDRONEID_25BYTE_OVER_BLE_LEGACY_ADV_V2,B,BLE LE1M、广告AA、CRC/白化结构、OpenDroneID 25字节消息布局,标准结构测试波形，不等同认证产品,OPENDRONEID_25BYTE_BINARY_MESSAGE,BLE LE1M GFSK解调、AA同步、信道去白化、CRC24、Service Data FFFA/0D与25字节ODID消息解析,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_remoteid_ble_026_M001.mat,1,0.0006,7
sim_remoteid_ble_027_M001,sim_remoteid_ble_027,RemoteID_BLE_like,Identity_Broadcast,RemoteID_BLE_like,1,1,1,1,0,0,随机森林：置信度=1.000，间隔=1.000,0.0100585416666667,0.0144685416666667,30720000,2437500000,-11370000,2426130000,957000,-18359.6859567012,0.000770361328125,0.775386073517899,0.44428035192506,BLE LE1M前导/AA相关 + GFSK定时 + channel-38去白化 + CRC24 + OpenDroneID 25字节消息解析,"BLE LE1M/GFSK；AA=8E89BED6；广告信道38；PDU+CRC24去白化后解析",OPENDRONEID_25BYTE_OVER_BLE_LEGACY_ADV_V2,B,BLE LE1M、广告AA、CRC/白化结构、OpenDroneID 25字节消息布局,标准结构测试波形，不等同认证产品,OPENDRONEID_25BYTE_BINARY_MESSAGE,BLE LE1M GFSK解调、AA同步、信道去白化、CRC24、Service Data FFFA/0D与25字节ODID消息解析,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_remoteid_ble_027_M001.mat,1,0.0006,5
sim_remoteid_ble_028_M001,sim_remoteid_ble_028,RemoteID_BLE_like,Identity_Broadcast,RemoteID_BLE_like,0.779333333333333,0.779333333333333,0.779333333333333,0.6866,0.0575,0,随机森林：置信度=0.779，间隔=0.687,0.0139217317708333,0.0188345182291667,30720000,2437500000,-10255000,2427245000,10270000,-1238420.72570186,0.000768701171875,0.676618327471661,0.0882017266564685,BLE LE1M前导/AA相关 + GFSK定时 + channel-38去白化 + CRC24 + OpenDroneID 25字节消息解析,"BLE LE1M/GFSK；AA=8E89BED6；广告信道38；PDU+CRC24去白化后解析",OPENDRONEID_25BYTE_OVER_BLE_LEGACY_ADV_V2,B,BLE LE1M、广告AA、CRC/白化结构、OpenDroneID 25字节消息布局,标准结构测试波形，不等同认证产品,OPENDRONEID_25BYTE_BINARY_MESSAGE,BLE LE1M GFSK解调、AA同步、信道去白化、CRC24、Service Data FFFA/0D与25字节ODID消息解析,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_remoteid_ble_028_M001.mat,1,0.0006,5
sim_remoteid_ble_030_M002,sim_remoteid_ble_030,RemoteID_BLE_like,Identity_Broadcast,RemoteID_BLE_like,0.936,0.936,0.936,0.910333333333333,0.0256666666666667,0,随机森林：置信度=0.936，间隔=0.910,0.00464608072916667,0.00997891927083333,30720000,2437500000,-8155000,2429345000,14470000,-3392813.11239311,0.001460546875,0.628813895780925,0.162667502348568,BLE LE1M前导/AA相关 + GFSK定时 + channel-38去白化 + CRC24 + OpenDroneID 25字节消息解析,"BLE LE1M/GFSK；AA=8E89BED6；广告信道38；PDU+CRC24去白化后解析",OPENDRONEID_25BYTE_OVER_BLE_LEGACY_ADV_V2,B,BLE LE1M、广告AA、CRC/白化结构、OpenDroneID 25字节消息布局,标准结构测试波形，不等同认证产品,OPENDRONEID_25BYTE_BINARY_MESSAGE,BLE LE1M GFSK解调、AA同步、信道去白化、CRC24、Service Data FFFA/0D与25字节ODID消息解析,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_remoteid_ble_030_M002.mat,1,0.0006,7
sim_unknown_uav_001_M001,sim_unknown_uav_001,DJI_Control_C2_like,Control_C2,DJI_OcuSync_like,0.433166666666667,0.433166666666667,0.433166666666667,0.260666666666667,0.116333333333333,0,随机森林：置信度=0.433，间隔=0.261,0.00534166666666667,0.0172541666666667,30720000,2437500000,5670000,2443170000,8700000,-491126.510420567,0.0008970703125,0.501431155789281,0.0711077706425516,OcuSync-like代理：突发分组+SC/OFDM候选库+逐突发CFO,"私有代理：SC-QPSK或OFDM控制突发多候选",DJI_OCUSYNC_PROXY_CONTROL_V2,C,DJI公开频段和10/20/部分40MHz带宽等宏观能力,OcuSync-like工程代理，不是协议复刻,ENGINEERING_PRIVATE_PROTOCOL_PROXY,私有协议：先做盲同步/重复结构；有实测证据后再建立设备/固件版本模板，不得直接套用仿真代理参数,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_unknown_uav_001_M001.mat,1,0.0006,7
sim_unknown_uav_002_M003,sim_unknown_uav_002,Autel_Control_C2_like,Control_C2,Autel_SkyLink_like,0.599333333333333,0.599333333333333,0.599333333333333,0.43,0.0596666666666666,0,随机森林：置信度=0.599，间隔=0.430,0,0.0224520833333333,30720000,5800000000,-4770000,5795230000,12620000,200490.636959078,0.000150032552083333,0.372433897494359,0,SkyLink-like代理：突发分组+SC/OFDM候选库+逐突发CFO,"私有代理：SC-QPSK或窄带OFDM多候选，不得固定写成真实SkyLink参数",AUTEL_SKYLINK_PROXY_CONTROL_V2,C,SkyLink多频、高清链路和抗干扰宏观能力,SkyLink-like工程代理，不是协议复刻,ENGINEERING_PRIVATE_PROTOCOL_PROXY,私有协议：先做盲同步/重复结构；有实测证据后再建立设备/固件版本模板，不得直接套用仿真代理参数,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_unknown_uav_002_M003.mat,1,0.0006,1
sim_unknown_uav_005_M003,sim_unknown_uav_005,Unknown_UAV_like,Unknown_UAV_Link,Unknown_Protocol,0.545,0.545,0.545,0.307333333333333,0.237666666666667,1,随机森林高未知支撑二级门控：置信度=0.545，间隔=0.307，未知概率=0.238,0.01775125,0.0222945833333333,30720000,2437500000,-6510000,2430990000,8178000,128923.223286163,0.001481201171875,0.538781883168919,0.0249635646340988,未知重复模式/近邻OFDM/突发聚类；仅输出候选结构和置信度,"unknown/open-set：盲估计",UNKNOWN_DISCOVERY_TEMPLATE_V2,D,通用体制和近邻未知设计,开放集压力样本，不代表真实未知协议总体,OPEN_SET_STRESS_PAYLOAD,盲结构发现，仅输出候选边界/周期/置信度,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_unknown_uav_005_M003.mat,1,0.0006,3
sim_unknown_uav_006_M002,sim_unknown_uav_006,Unknown_UAV_like,Unknown_UAV_Link,Unknown_Protocol,0.237666666666667,0.237666666666667,0.237666666666667,0.0394999999999997,0.190166666666667,1,随机森林高未知支撑二级门控：置信度=0.238，间隔=0.039，未知概率=0.190,0.0166770833333333,0.0274583333333333,30720000,5800000000,-4740000,5795260000,13400000,-993854.724532139,0.0009484375,0.482980274539068,0.0746069486045706,未知重复模式/近邻OFDM/突发聚类；仅输出候选结构和置信度,"unknown/open-set：盲估计",UNKNOWN_DISCOVERY_TEMPLATE_V2,D,通用体制和近邻未知设计,开放集压力样本，不代表真实未知协议总体,OPEN_SET_STRESS_PAYLOAD,盲结构发现，仅输出候选边界/周期/置信度,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_unknown_uav_006_M002.mat,1,0.0006,8
sim_unknown_uav_007_M001,sim_unknown_uav_007,DJI_Control_C2_like,Control_C2,DJI_OcuSync_like,0.5075,0.5075,0.5075,0.336733333333334,0.170766666666667,0,随机森林：置信度=0.508，间隔=0.337,0.00967916666666667,0.0278833333333333,30720000,2437500000,9145000,2446645000,12370000,-590135.511399617,0.00168603515625,0.522762184332559,0.0611051460257464,OcuSync-like代理：突发分组+SC/OFDM候选库+逐突发CFO,"私有代理：SC-QPSK或OFDM控制突发多候选",DJI_OCUSYNC_PROXY_CONTROL_V2,C,DJI公开频段和10/20/部分40MHz带宽等宏观能力,OcuSync-like工程代理，不是协议复刻,ENGINEERING_PRIVATE_PROTOCOL_PROXY,私有协议：先做盲同步/重复结构；有实测证据后再建立设备/固件版本模板，不得直接套用仿真代理参数,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_unknown_uav_007_M001.mat,1,0.0006,7
sim_unknown_uav_013_M002,sim_unknown_uav_013,DJI_Control_C2_like,Control_C2,DJI_OcuSync_like,0.620666666666667,0.620666666666667,0.620666666666667,0.433333333333333,0.151833333333333,0,随机森林：置信度=0.621，间隔=0.433,0.00835625,0.02403125,30720000,2437500000,-2790000,2434710000,12380000,-1079405.02859216,0.00138463541666667,0.483420703458852,0.0557305543607289,OcuSync-like代理：突发分组+SC/OFDM候选库+逐突发CFO,"私有代理：SC-QPSK或OFDM控制突发多候选",DJI_OCUSYNC_PROXY_CONTROL_V2,C,DJI公开频段和10/20/部分40MHz带宽等宏观能力,OcuSync-like工程代理，不是协议复刻,ENGINEERING_PRIVATE_PROTOCOL_PROXY,私有协议：先做盲同步/重复结构；有实测证据后再建立设备/固件版本模板，不得直接套用仿真代理参数,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_unknown_uav_013_M002.mat,1,0.0006,10
sim_unknown_uav_017_M002,sim_unknown_uav_017,Autel_Wideband_Video_Data_like,Wideband_Video_Data,Autel_SkyLink_like,0.237166666666667,0.237166666666667,0.237166666666667,0.0603333333333334,0.161266666666667,0,随机森林：置信度=0.237，间隔=0.060,0.00673541666666667,0.0167333333333333,30720000,2437500000,-6240000,2431260000,13280000,2950571.8576549,0.000951822916666667,0.411959917067296,0.057104573370052,SkyLink-like代理：多numerology盲CP/前导族搜索与多帧对齐,"私有代理：512/1024/2048等多候选FFT与不同CP，仅供盲同步测试",AUTEL_SKYLINK_PROXY_WIDEBAND_V2,C,SkyLink多频、高清链路和抗干扰宏观能力,SkyLink-like工程代理，不是协议复刻,ENGINEERING_PRIVATE_PROTOCOL_PROXY,私有协议：先做盲同步/重复结构；有实测证据后再建立设备/固件版本模板，不得直接套用仿真代理参数,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_unknown_uav_017_M002.mat,1,0.0006,5
sim_unknown_uav_020_M001,sim_unknown_uav_020,Unknown_UAV_like,Unknown_UAV_Link,Unknown_Protocol,0.445166666666667,0.445166666666667,0.445166666666667,0.182666666666667,0.1965,1,随机森林高未知支撑二级门控：置信度=0.445，间隔=0.183，未知概率=0.197,0.0103416666666667,0.0278854166666667,30720000,5800000000,-150000,5799850000,17180000,-207638.958388091,0.00122841796875,0.495731694260704,0.0420005546416131,未知重复模式/近邻OFDM/突发聚类；仅输出候选结构和置信度,"unknown/open-set：盲估计",UNKNOWN_DISCOVERY_TEMPLATE_V2,D,通用体制和近邻未知设计,开放集压力样本，不代表真实未知协议总体,OPEN_SET_STRESS_PAYLOAD,盲结构发现，仅输出候选边界/周期/置信度,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_unknown_uav_020_M001.mat,1,0.0006,8
sim_unknown_uav_021_M003,sim_unknown_uav_021,Unknown_UAV_like,Unknown_UAV_Link,Unknown_Protocol,0.279833333333333,0.279833333333333,0.279833333333333,0.00883333333333353,0.2028,1,随机森林高未知支撑二级门控：置信度=0.280，间隔=0.009，未知概率=0.203,0.0118583333333333,0.0198083333333333,30720000,2437500000,1800000,2439300000,14600000,707983.470841663,0.000785286458333333,0.515633933869275,0.0830799934234877,未知重复模式/近邻OFDM/突发聚类；仅输出候选结构和置信度,"unknown/open-set：盲估计",UNKNOWN_DISCOVERY_TEMPLATE_V2,D,通用体制和近邻未知设计,开放集压力样本，不代表真实未知协议总体,OPEN_SET_STRESS_PAYLOAD,盲结构发现，仅输出候选边界/周期/置信度,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_unknown_uav_021_M003.mat,1,0.0006,7
sim_unknown_uav_022_M008,sim_unknown_uav_022,Autel_Control_C2_like,Control_C2,Autel_SkyLink_like,0.569833333333334,0.569833333333334,0.569833333333334,0.338333333333334,0.144666666666667,0,随机森林：置信度=0.570，间隔=0.338,0,0.01453125,30720000,5800000000,6235000,5806235000,18190000,1780916.07833216,0.00120654296875,0.46085510765087,0.0305649389183745,SkyLink-like代理：突发分组+SC/OFDM候选库+逐突发CFO,"私有代理：SC-QPSK或窄带OFDM多候选，不得固定写成真实SkyLink参数",AUTEL_SKYLINK_PROXY_CONTROL_V2,C,SkyLink多频、高清链路和抗干扰宏观能力,SkyLink-like工程代理，不是协议复刻,ENGINEERING_PRIVATE_PROTOCOL_PROXY,私有协议：先做盲同步/重复结构；有实测证据后再建立设备/固件版本模板，不得直接套用仿真代理参数,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_unknown_uav_022_M008.mat,1,0.0006,6
sim_unknown_uav_023_M001,sim_unknown_uav_023,Unknown_UAV_like,Unknown_UAV_Link,Unknown_Protocol,0.378166666666667,0.378166666666667,0.378166666666667,0.141666666666667,0.378166666666667,1,随机森林直接判为未知类别：未知概率=0.378,0.00260208333333333,0.0149729166666667,30720000,2437500000,8940000,2446440000,10520000,-760514.671582274,0.00015,0.366951857809914,0,未知重复模式/近邻OFDM/突发聚类；仅输出候选结构和置信度,"unknown/open-set：盲估计",UNKNOWN_DISCOVERY_TEMPLATE_V2,D,通用体制和近邻未知设计,开放集压力样本，不代表真实未知协议总体,OPEN_SET_STRESS_PAYLOAD,盲结构发现，仅输出候选边界/周期/置信度,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_unknown_uav_023_M001.mat,1,0.0006,1
sim_unknown_uav_024_M001,sim_unknown_uav_024,Unknown_UAV_like,Unknown_UAV_Link,Unknown_Protocol,0.5795,0.5795,0.5795,0.365333333333333,0.214166666666667,1,随机森林高未知支撑二级门控：置信度=0.579，间隔=0.365，未知概率=0.214,0.00359791666666667,0.0155791666666667,30720000,5800000000,6570000,5806570000,14300000,-2328207.27969192,0.000586328125,0.356347871253535,0.043015166778949,未知重复模式/近邻OFDM/突发聚类；仅输出候选结构和置信度,"unknown/open-set：盲估计",UNKNOWN_DISCOVERY_TEMPLATE_V2,D,通用体制和近邻未知设计,开放集压力样本，不代表真实未知协议总体,OPEN_SET_STRESS_PAYLOAD,盲结构发现，仅输出候选边界/周期/置信度,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_unknown_uav_024_M001.mat,1,0.0006,6
sim_unknown_uav_025_M001,sim_unknown_uav_025,Unknown_UAV_like,Unknown_UAV_Link,Unknown_Protocol,0.603666666666666,0.603666666666666,0.603666666666666,0.380499999999999,0.603666666666666,1,随机森林直接判为未知类别：未知概率=0.604,0.0136979166666667,0.02310625,30720000,2437500000,-2580000,2434920000,19040000,432902.787391687,0.000150065104166667,0.237987228578322,0,未知重复模式/近邻OFDM/突发聚类；仅输出候选结构和置信度,"unknown/open-set：盲估计",UNKNOWN_DISCOVERY_TEMPLATE_V2,D,通用体制和近邻未知设计,开放集压力样本，不代表真实未知协议总体,OPEN_SET_STRESS_PAYLOAD,盲结构发现，仅输出候选边界/周期/置信度,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_unknown_uav_025_M001.mat,1,0.0006,1
sim_unknown_uav_026_M002,sim_unknown_uav_026,Autel_Wideband_Video_Data_like,Wideband_Video_Data,Autel_SkyLink_like,0.260166666666667,0.260166666666667,0.260166666666667,0.0743333333333332,0.171933333333333,0,随机森林：置信度=0.260，间隔=0.074,0.012494453125,0.017911796875,30720000,5800000000,-300000,5799700000,17480000,4402388.07151952,0.00065517578125,0.508488532908559,0.0428869542108175,SkyLink-like代理：多numerology盲CP/前导族搜索与多帧对齐,"私有代理：512/1024/2048等多候选FFT与不同CP，仅供盲同步测试",AUTEL_SKYLINK_PROXY_WIDEBAND_V2,C,SkyLink多频、高清链路和抗干扰宏观能力,SkyLink-like工程代理，不是协议复刻,ENGINEERING_PRIVATE_PROTOCOL_PROXY,私有协议：先做盲同步/重复结构；有实测证据后再建立设备/固件版本模板，不得直接套用仿真代理参数,results_wrj_m12_unknown_58g_final/05_DATA/module3_candidate_iq/sim_unknown_uav_026_M002.mat,1,0.0006,3
